name;rating;convenience;security;functionality;comment 
Борть 75;4.5;3;5;2;Мне нравится дизайн этого здания.
Усадьба 76;2.8;5;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Овчарня 14;0.1;4;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Курятник 15;1.1;2;4;1;Это здание является примером функционального дизайна.
Стадион 6;4.0;1;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Эскалатор 57;3.9;2;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Убежище 44;4.7;5;3;4;Это здание является примером функционального дизайна.
Коровник 36;5.0;1;5;2;Это здание построено из стандартных строительных материалов.
Силок 86;3.2;2;3;3;Это здание очень функционально.
Курятник 15;2.5;3;4;3;Это здание является примером функционального дизайна.
Шале 5;0.4;3;1;5;Это здание построено из стандартных строительных материалов.
Лосятник 100;1.7;3;4;4;Это здание построено из стандартных строительных материалов.
Башня 84;2.9;4;5;1;Это здание имеет стандартную конструкцию.
Аэропорт 97;4.8;2;2;5;Это здание не имеет особых архитектурных особенностей.
Кафе 7;1.4;3;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Осатаник 76;2.0;1;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 45;3.2;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Дупло 86;2.6;5;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Библиотека 12;1.4;1;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Усадьба 7;4.6;5;3;4;Это здание очень функционально.
Сеть 67;2.5;1;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 15;2.6;4;1;5;Это здание имеет стандартную конструкцию.
Переправа 20;1.9;4;4;3;Это здание является примером функционального дизайна.
Улей 45;3.0;1;5;2;Это здание имеет стандартную конструкцию.
Тенета 71;1.6;5;1;5;Это великолепное здание!
Подвал 17;4.7;4;4;5;У этого здания отличная архитектура.
Музей 45;4.0;5;2;5;Это здание представляет собой типичный образец современной архитектуры.
Канализация 48;0.6;4;3;1;Это здание построено из стандартных строительных материалов.
Дворец 6;3.9;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Верблюжатник 38;2.7;4;2;5;Это здание имеет стандартную конструкцию.
Фабрика 31;1.7;5;1;2;Это здание представляет собой типичный образец современной архитектуры.
Развязка 68;2.4;4;4;1;Это здание не имеет особых архитектурных особенностей.
Канализация 48;3.4;2;3;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ресторан 83;0.5;5;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Парк 39;1.1;3;4;3;Это здание имеет стандартную конструкцию.
Фабрика 31;2.1;2;4;5;Это здание является примером функционального дизайна.
Котельная 38;2.1;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Убежище 44;1.9;3;4;4;Это здание не имеет особых архитектурных особенностей.
Башня 84;1.1;4;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Башня 84;0.9;3;1;4;Это здание построено из стандартных строительных материалов.
Переправа 20;0.2;3;2;2;У этого здания отличная архитектура.
Развязка 68;3.3;4;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ресторан 68;1.9;4;4;3;Это здание не имеет особых архитектурных особенностей.
Дупло 49;2.4;2;3;1;Это здание построено из стандартных строительных материалов.
Отель 91;2.5;2;2;4;Это здание построено из стандартных строительных материалов.
Котельная 42;2.2;4;1;5;Это здание имеет стандартную конструкцию.
Шале 42;0.4;5;1;4;У этого здания отличная архитектура.
Переправа 20;4.2;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Волчатник 37;3.2;4;4;5;Это здание является примером функционального дизайна.
Цирк 90;4.0;5;4;5;Это здание построено из стандартных строительных материалов.
Автомойка 77;4.3;5;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лосятник 100;1.0;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Библиотека 12;1.6;2;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Канализация 78;4.3;4;1;2;Это здание представляет собой типичный образец современной архитектуры.
Библиотека 12;4.7;5;1;3;Это здание не имеет особых архитектурных особенностей.
Овчарня 14;1.1;3;2;1;Это здание очень функционально.
Пандус 84;3.7;1;2;2;Это здание построено из стандартных строительных материалов.
Переправа 60;3.2;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Развязка 68;3.1;1;1;3;Это здание представляет собой типичный образец современной архитектуры.
Кафе 7;1.7;3;4;3;Это здание не имеет особых архитектурных особенностей.
Супермаркет 71;3.3;4;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Виадук 17;4.5;1;1;3;Это здание не имеет особых архитектурных особенностей.
Котельная 38;0.1;4;4;1;Это здание имеет стандартную конструкцию.
Усадьба 76;2.6;4;2;2;Это здание является примером функционального дизайна.
Дупло 86;4.6;3;1;1;Это здание построено из стандартных строительных материалов.
Шале 5;1.0;2;5;4;Это здание построено из стандартных строительных материалов.
Убежище 5;4.0;1;4;2;Это здание очень функционально.
Усадьба 66;4.8;1;4;3;Это здание является примером функционального дизайна.
Ресторан 74;2.2;5;5;3;Это здание имеет стандартную конструкцию.
Волчатник 37;2.9;2;3;1;Это здание очень функционально.
Коровник 63;2.1;5;1;1;Это здание построено из стандартных строительных материалов.
Дворец 6;1.2;5;1;3;Это здание не имеет особых архитектурных особенностей.
Борть 75;3.5;4;5;3;Мне нравится дизайн этого здания.
Канализация 78;3.2;5;3;3;Это здание имеет стандартную конструкцию.
Овчарня 14;1.7;4;4;2;Это великолепное здание!
Страусятник 26;2.2;4;1;4;У этого здания отличная архитектура.
Ресторан 83;0.2;4;3;3;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 38;0.3;2;4;4;Это здание не имеет особых архитектурных особенностей.
Муравейник 61;2.1;1;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Башня 84;1.3;4;5;2;Это здание является примером функционального дизайна.
Газопровод 65;0.5;3;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Стадион 6;3.4;1;5;1;У этого здания отличная архитектура.
Овчарня 14;1.2;3;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 56;4.9;5;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 38;2.9;3;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Башня 84;2.8;4;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верфь 4;1.2;3;2;5;Это здание построено из стандартных строительных материалов.
Кафе 7;4.8;4;1;2;Это здание построено из стандартных строительных материалов.
Коровник 36;2.2;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 26;1.2;3;2;4;Это здание является примером функционального дизайна.
Газопровод 65;1.4;1;4;2;Это здание представляет собой типичный образец современной архитектуры.
Борть 75;0.1;2;5;1;Это здание построено из стандартных строительных материалов.
Канализация 78;2.8;5;5;5;Это здание является примером функционального дизайна.
Ресторан 83;4.3;5;3;5;Это здание имеет стандартную конструкцию.
Супермаркет 71;0.2;2;5;5;У этого здания отличная архитектура.
Цирк 90;4.4;1;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верблюжатник 38;0.9;1;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ресторан 68;3.9;1;4;3;Это здание имеет стандартную конструкцию.
Канализация 78;3.6;5;2;4;Это здание очень функционально.
Тенета 71;3.1;4;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 83;4.1;1;2;2;Это здание имеет стандартную конструкцию.
Водопровод 77;4.6;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Силок 86;3.6;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Сеть 42;2.8;3;1;4;Это здание не имеет особых архитектурных особенностей.
Шале 5;0.2;2;5;4;Это здание не имеет особых архитектурных особенностей.
Шале 42;1.2;4;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 6;3.3;4;3;1;Это великолепное здание!
Лосятник 100;4.4;5;4;5;Это здание является примером функционального дизайна.
Жилой дом 21;2.3;3;4;1;Это великолепное здание!
Кафе 64;3.6;5;2;5;Это здание является примером функционального дизайна.
Отель 58;4.1;5;2;2;Это здание является примером функционального дизайна.
Автомойка 77;0.7;2;4;3;Это здание очень функционально.
Муравейник 61;4.2;1;5;1;Это здание не имеет особых архитектурных особенностей.
Овчарня 14;0.7;5;3;4;Это здание представляет собой типичный образец современной архитектуры.
Водопровод 44;1.6;2;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Сеть 67;0.5;1;3;4;Это великолепное здание!
Верфь 4;2.0;4;4;5;Это здание является примером функционального дизайна.
Канализация 78;2.0;2;2;3;Это здание построено из стандартных строительных материалов.
Теплотрасса 2;3.0;5;3;4;Это здание построено из стандартных строительных материалов.
Ресторан 74;0.1;1;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 83;3.5;3;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Усадьба 66;3.2;1;2;5;Это здание построено из стандартных строительных материалов.
Котельная 42;2.1;4;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Институт 92;2.9;3;4;1;Это здание не имеет особых архитектурных особенностей.
Подвал 17;3.6;2;5;5;Это здание имеет стандартную конструкцию.
Убежище 44;4.5;1;3;1;Это здание имеет стандартную конструкцию.
Тенета 71;4.5;4;5;3;Это здание не имеет особых архитектурных особенностей.
Дворец 6;0.3;5;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Водопровод 77;3.8;2;2;3;Это здание не имеет особых архитектурных особенностей.
Пандус 84;4.7;5;3;4;Это здание является примером функционального дизайна.
Цирк 90;3.2;4;2;2;Мне нравится дизайн этого здания.
Водопровод 77;3.4;2;3;4;Это здание имеет стандартную конструкцию.
Скворечник 79;0.4;5;1;2;Это здание имеет стандартную конструкцию.
Аэропорт 97;0.1;2;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Башня 84;3.5;3;3;1;Это великолепное здание!
Овчарня 14;3.7;1;2;1;Это здание не имеет особых архитектурных особенностей.
Коровник 36;1.4;3;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Лосятник 100;2.6;4;2;2;Это здание имеет стандартную конструкцию.
Канализация 78;4.5;4;2;1;Это здание очень функционально.
Аэропорт 97;0.5;4;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Йодль 64;0.1;4;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Муравейник 61;1.5;4;1;3;У этого здания отличная архитектура.
Парк 39;0.5;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Шале 5;2.6;2;4;4;Это здание имеет стандартную конструкцию.
Фабрика 31;2.0;4;1;2;Это великолепное здание!
Овчарня 14;0.5;3;5;1;Это здание является примером функционального дизайна.
Институт 33;2.5;5;5;4;Это здание не имеет особых архитектурных особенностей.
Бункер 50;3.7;5;1;5;Это здание имеет стандартную конструкцию.
Аэропорт 97;1.3;3;4;2;Это здание построено из стандартных строительных материалов.
Кафе 7;0.4;4;5;5;Это здание имеет стандартную конструкцию.
Канализация 78;3.0;5;3;3;У этого здания отличная архитектура.
Кафе 7;0.3;4;4;4;Это здание имеет стандартную конструкцию.
Дворец 6;2.9;4;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Курятник 15;4.8;4;3;2;Это здание является примером функционального дизайна.
Цирк 90;1.7;3;2;2;Это здание является примером функционального дизайна.
Теплотрасса 2;4.5;2;5;2;Это здание построено из стандартных строительных материалов.
Дупло 49;4.3;3;2;3;Это здание не имеет особых архитектурных особенностей.
Отель 40;0.4;2;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Водопровод 77;0.3;1;5;3;У этого здания отличная архитектура.
Стадион 6;1.8;2;4;3;Это здание не имеет особых архитектурных особенностей.
Кафе 7;0.5;4;2;4;У этого здания отличная архитектура.
Верблюжатник 38;4.3;4;4;3;У этого здания отличная архитектура.
Сеть 42;0.5;5;3;2;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 83;1.4;2;2;5;Это здание очень функционально.
Улей 45;1.3;3;2;5;Это здание имеет стандартную конструкцию.
Бункер 50;1.1;2;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Музей 45;1.7;1;2;5;Это здание построено из стандартных строительных материалов.
Жилой дом 21;3.2;4;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Курятник 15;3.9;3;5;3;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 77;4.7;2;5;5;Это здание представляет собой типичный образец современной архитектуры.
Усадьба 7;2.5;2;5;2;Это здание очень функционально.
Кафе 7;3.8;4;1;1;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 68;3.7;5;4;3;Это здание не имеет особых архитектурных особенностей.
Бункер 50;2.9;1;1;2;Это здание является примером функционального дизайна.
Ресторан 74;2.8;3;3;3;Это здание имеет стандартную конструкцию.
Супермаркет 71;0.6;5;3;5;Это здание представляет собой типичный образец современной архитектуры.
Йодль 64;1.4;3;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 38;0.7;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Коровник 63;0.6;5;2;1;Это здание имеет стандартную конструкцию.
Отель 58;3.1;5;5;1;Это здание является примером функционального дизайна.
Фабрика 31;3.8;2;5;4;Это здание является примером функционального дизайна.
Водопровод 44;1.2;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Скворечник 79;2.8;5;4;1;Это здание построено из стандартных строительных материалов.
Ресторан 74;2.1;5;5;5;Это здание не имеет особых архитектурных особенностей.
Водопровод 44;4.4;1;1;4;Это здание представляет собой типичный образец современной архитектуры.
Дупло 86;4.4;2;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Шале 5;3.6;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 4;0.4;4;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Развязка 68;1.3;2;3;1;Это великолепное здание!
Верфь 4;0.3;4;3;4;Это здание не имеет особых архитектурных особенностей.
Кафе 7;1.9;5;5;5;Это здание построено из стандартных строительных материалов.
Котельная 42;4.3;3;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 4;4.0;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Дупло 86;4.5;5;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 56;0.1;4;4;2;Это здание очень функционально.
Шале 5;1.8;1;2;5;Это здание построено из стандартных строительных материалов.
Йодль 64;3.6;1;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 45;2.7;3;1;4;Это великолепное здание!
Институт 33;1.1;4;2;4;Это здание является примером функционального дизайна.
Скворечник 79;2.6;1;4;2;Это здание построено из стандартных строительных материалов.
Бункер 56;3.5;4;5;4;Это здание имеет стандартную конструкцию.
Ресторан 83;3.0;2;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Отель 40;4.9;5;1;1;Это здание построено из стандартных строительных материалов.
Стадион 6;3.8;1;2;5;Это здание не имеет особых архитектурных особенностей.
Автомойка 77;3.4;3;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Котельная 42;0.8;5;3;2;Это здание является примером функционального дизайна.
Бункер 50;0.5;1;3;5;Это здание построено из стандартных строительных материалов.
Ресторан 68;4.2;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 61;3.3;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Осатаник 76;0.4;2;4;2;Это здание очень функционально.
Отель 91;3.3;5;5;5;Это здание очень функционально.
Стадион 6;1.5;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Осатаник 76;2.1;2;5;5;Это здание имеет стандартную конструкцию.
Курятник 15;1.9;2;3;2;Это здание очень функционально.
Тенета 71;2.2;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Башня 84;2.6;5;5;5;Это здание не имеет особых архитектурных особенностей.
Страусятник 26;3.2;4;2;5;Это здание является примером функционального дизайна.
Шале 5;0.1;5;2;4;Это здание является примером функционального дизайна.
Силок 86;2.5;2;1;5;Это здание построено из стандартных строительных материалов.
Аэропорт 97;1.7;2;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Шале 5;2.5;5;1;3;Это здание построено из стандартных строительных материалов.
Верфь 4;4.5;4;1;4;Это здание представляет собой типичный образец современной архитектуры.
Шале 42;0.6;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Силок 86;4.7;3;1;4;Это великолепное здание!
Коровник 36;4.7;4;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Волчатник 37;3.6;4;5;3;Это здание не имеет особых архитектурных особенностей.
Ресторан 83;5.0;4;4;3;Это здание построено из стандартных строительных материалов.
Водопровод 77;2.7;3;4;1;Это здание представляет собой типичный образец современной архитектуры.
Аэропорт 97;2.6;4;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Страусятник 26;1.9;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Псарня 68;3.8;3;2;2;Это великолепное здание!
Убежище 44;1.6;3;4;2;Это здание имеет стандартную конструкцию.
Котельная 38;1.3;2;3;5;Это здание является примером функционального дизайна.
Бункер 56;1.8;2;2;2;Это здание имеет стандартную конструкцию.
Шале 5;0.3;4;3;5;Это здание построено из стандартных строительных материалов.
Библиотека 12;4.2;4;1;1;У этого здания отличная архитектура.
Лосятник 100;2.3;4;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Сеть 67;1.2;1;2;5;Это здание имеет стандартную конструкцию.
Канализация 78;4.1;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 71;4.3;2;5;3;Это здание не имеет особых архитектурных особенностей.
Стадион 6;0.8;5;1;4;Это здание не имеет особых архитектурных особенностей.
Жилой дом 21;4.0;1;5;3;Мне нравится дизайн этого здания.
Отель 91;1.0;3;2;1;Это здание не имеет особых архитектурных особенностей.
Подвал 17;1.6;5;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Институт 33;3.9;2;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Тенета 71;4.7;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Убежище 5;1.0;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Водопровод 44;4.9;5;5;2;Это здание представляет собой типичный образец современной архитектуры.
Музей 45;2.9;1;2;4;У этого здания отличная архитектура.
Эскалатор 57;3.0;4;3;3;Это здание очень функционально.
Лосятник 100;0.6;4;4;2;Это здание очень функционально.
Подвал 17;2.4;3;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Осатаник 76;4.5;5;2;1;Это здание представляет собой типичный образец современной архитектуры.
Библиотека 12;2.6;5;1;4;Мне нравится дизайн этого здания.
Дворец 6;3.5;3;1;1;Мне нравится дизайн этого здания.
Страусятник 26;1.5;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Переправа 20;2.6;1;3;1;Мне нравится дизайн этого здания.
Бункер 50;1.8;3;5;1;Это здание не имеет особых архитектурных особенностей.
Убежище 44;5.0;1;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Башня 84;3.0;5;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Убежище 44;1.1;2;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пандус 84;4.7;4;1;5;Это здание является примером функционального дизайна.
Магазин 6;0.8;1;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Эскалатор 57;2.5;3;4;5;Мне нравится дизайн этого здания.
Пирс 41;5.0;4;2;3;Это здание построено из стандартных строительных материалов.
Волчатник 37;1.9;3;2;5;Это здание имеет стандартную конструкцию.
Отель 58;1.0;4;1;5;Мне нравится дизайн этого здания.
Музей 45;3.8;2;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 4;3.6;1;4;2;Это здание имеет стандартную конструкцию.
Страусятник 26;3.1;3;4;2;Мне нравится дизайн этого здания.
Супермаркет 19;1.9;5;5;5;У этого здания отличная архитектура.
Улей 45;3.3;2;3;2;Это здание построено из стандартных строительных материалов.
Магазин 6;2.4;5;1;5;У этого здания отличная архитектура.
Парк 39;0.3;3;3;1;Это великолепное здание!
Аэропорт 97;0.9;4;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Виадук 17;1.5;5;3;1;Это здание не имеет особых архитектурных особенностей.
Кошара 15;3.7;3;1;4;Это здание не имеет особых архитектурных особенностей.
Дупло 86;1.0;4;4;4;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 83;4.6;5;4;5;Это здание построено из стандартных строительных материалов.
Муравейник 61;1.9;2;5;4;Это здание очень функционально.
Виадук 17;0.7;4;3;1;Это здание имеет стандартную конструкцию.
Фабрика 31;4.0;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тенета 88;4.7;3;5;3;Это здание построено из стандартных строительных материалов.
Водопровод 44;1.8;1;1;5;Это здание построено из стандартных строительных материалов.
Овчарня 14;2.7;2;3;5;Это здание имеет стандартную конструкцию.
Котельная 38;3.8;2;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кафе 7;2.2;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Тенета 71;3.5;5;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Канализация 48;2.3;2;3;5;Мне нравится дизайн этого здания.
Коровник 36;0.3;2;2;1;Это здание не имеет особых архитектурных особенностей.
Верфь 83;3.5;4;5;1;Это здание очень функционально.
Страусятник 26;4.8;5;1;3;Это здание является примером функционального дизайна.
Коровник 36;1.4;2;1;5;Это здание имеет стандартную конструкцию.
Подвал 17;4.6;5;1;5;Это здание представляет собой типичный образец современной архитектуры.
Виадук 17;0.9;4;2;5;Это здание очень функционально.
Псарня 68;4.4;1;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Коровник 63;2.4;1;4;5;Это здание является примером функционального дизайна.
Скворечник 79;3.7;4;3;1;Это здание построено из стандартных строительных материалов.
Фабрика 31;1.9;4;5;4;Это здание очень функционально.
Институт 92;2.1;5;5;4;Это великолепное здание!
Осатаник 76;1.3;3;5;3;Это здание очень функционально.
Дупло 49;4.9;3;5;3;Это здание является примером функционального дизайна.
Кошара 15;1.4;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Отель 91;2.4;2;1;3;Это здание не имеет особых архитектурных особенностей.
Гусятник 85;1.8;3;5;1;Это здание построено из стандартных строительных материалов.
Убежище 5;0.4;2;1;1;У этого здания отличная архитектура.
Аэропорт 97;2.1;5;2;3;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 68;4.9;2;5;2;Это здание имеет стандартную конструкцию.
Отель 91;3.7;3;3;2;Это здание построено из стандартных строительных материалов.
Музей 45;3.7;2;2;2;Это здание очень функционально.
Отель 58;3.1;1;1;1;Это здание не имеет особых архитектурных особенностей.
Коровник 63;5.0;4;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 45;0.9;5;3;2;Это здание представляет собой типичный образец современной архитектуры.
Кафе 64;3.6;3;4;3;Это здание представляет собой типичный образец современной архитектуры.
Переправа 20;4.6;3;1;3;Это здание представляет собой типичный образец современной архитектуры.
Институт 92;4.3;1;2;2;Это здание построено из стандартных строительных материалов.
Канализация 48;3.7;3;5;5;Это здание имеет стандартную конструкцию.
Силок 86;2.8;1;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 49;2.7;3;5;3;У этого здания отличная архитектура.
Магазин 6;3.5;1;5;3;Это великолепное здание!
Йодль 64;1.4;5;1;2;Это здание не имеет особых архитектурных особенностей.
Усадьба 66;4.3;1;2;2;У этого здания отличная архитектура.
